CybORG v2.1, Scenario2, Commit Hash: b44397980ecac2840e3316a30476bb74407b9b3e
author: d, team: d, technique: d
wrappers: ChallengeWrapper(env=env, agent_name='Blue')
steps: 30, adversary: B_lineAgent, mean: -172.47799999999995, standard deviation 77.51962355664294
actions: [('Remove Op_Host1', 'DiscoverRemoteSystems 10.0.32.208/28'), ('DecoyApache Op_Host2', 'DiscoverNetworkServices 10.0.32.210'), ('Remove Defender', 'ExploitRemoteService 10.0.32.210'), ('DecoyApache User2', 'PrivilegeEscalate User3'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.196.205'), ('DecoyFemitter User4', 'ExploitRemoteService 10.0.196.205'), ('Remove User4', 'PrivilegeEscalate Enterprise0'), ('DecoyFemitter Op_Host2', 'DiscoverRemoteSystems 10.0.196.192/28'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.196.196'), ('DecoyFemitter User0', 'ExploitRemoteService 10.0.196.196'), ('DecoyFemitter Enterprise0', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter User4', 'DiscoverNetworkServices 10.0.55.242'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.55.242'), ('Sleep', 'PrivilegeEscalate Op_Server0'), ('Remove Op_Server0', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Enterprise2', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('Analyse User4', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Remove User0', 'DiscoverRemoteSystems 10.0.203.224/28'), ('DecoyApache User1', 'DiscoverNetworkServices 10.0.203.227'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.203.227'), ('Analyse Enterprise1', 'PrivilegeEscalate User3'), ('DecoyApache Enterprise2', 'DiscoverNetworkServices 10.0.204.23'), ('Analyse User3', 'ExploitRemoteService 10.0.204.23'), ('Analyse Defender', 'PrivilegeEscalate Enterprise0'), ('Analyse Op_Host1', 'DiscoverRemoteSystems 10.0.204.16/28'), ('DecoyApache User0', 'DiscoverNetworkServices 10.0.204.25'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.204.25'), ('Analyse User0', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.109.250'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.109.250'), ('DecoyFemitter Defender', 'PrivilegeEscalate Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('Analyse User4', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('DecoyApache User4', 'Impact Op_Server0'), ('Analyse User4', 'Impact Op_Server0'), ('Analyse Defender', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('DecoyFemitter Enterprise0', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.204.16/28'), ('DecoyApache Enterprise2', 'DiscoverNetworkServices 10.0.204.29'), ('Analyse Defender', 'ExploitRemoteService 10.0.204.29'), ('DecoyApache User0', 'PrivilegeEscalate User1'), ('DecoyFemitter User0', 'DiscoverNetworkServices 10.0.80.76'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.80.76'), ('DecoyFemitter User3', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Enterprise0', 'DiscoverRemoteSystems 10.0.80.64/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.80.72'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.80.72'), ('Monitor', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.149.177'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.149.177'), ('DecoyApache User0', 'ExploitRemoteService 10.0.80.72'), ('Remove Defender', 'ExploitRemoteService 10.0.80.76'), ('DecoyApache User1', 'PrivilegeEscalate Enterprise1'), ('Remove Enterprise1', 'DiscoverRemoteSystems 10.0.80.64/28'), ('Analyse User3', 'DiscoverNetworkServices 10.0.80.72'), ('DecoyFemitter Enterprise0', 'ExploitRemoteService 10.0.80.72'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.80.76'), ('Analyse User1', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Op_Host0', 'DiscoverRemoteSystems 10.0.80.64/28'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.80.72'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.80.72'), ('DecoyApache User0', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Enterprise1', 'DiscoverNetworkServices 10.0.149.177'), ('DecoyApache User0', 'ExploitRemoteService 10.0.149.177'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.80.72'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise2'), ('Analyse User2', 'DiscoverNetworkServices 10.0.149.177')], total reward: -46.80000000000002
actions: [('DecoyFemitter User0', 'DiscoverRemoteSystems 10.0.237.96/28'), ('Monitor', 'DiscoverNetworkServices 10.0.237.103'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.237.103'), ('DecoyApache User2', 'PrivilegeEscalate User4'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.253.190'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.253.190'), ('Analyse Op_Server0', 'ExploitRemoteService 10.0.237.103'), ('Monitor', 'PrivilegeEscalate User4'), ('DecoyApache User1', 'DiscoverNetworkServices 10.0.253.190'), ('DecoyFemitter User0', 'ExploitRemoteService 10.0.253.190'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.237.103'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User4'), ('Monitor', 'DiscoverNetworkServices 10.0.253.190'), ('DecoyApache Op_Host1', 'ExploitRemoteService 10.0.253.190'), ('Remove User0', 'ExploitRemoteService 10.0.237.103'), ('Remove User1', 'PrivilegeEscalate User4'), ('DecoyApache Defender', 'DiscoverNetworkServices 10.0.253.190'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.253.190'), ('Remove User1', 'ExploitRemoteService 10.0.237.103'), ('DecoyApache User1', 'PrivilegeEscalate User4'), ('Analyse User1', 'DiscoverNetworkServices 10.0.253.190'), ('Remove User2', 'ExploitRemoteService 10.0.253.190'), ('DecoyFemitter User3', 'PrivilegeEscalate Enterprise0'), ('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.253.176/28'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.253.178'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.253.178'), ('Analyse User3', 'ExploitRemoteService 10.0.253.190'), ('DecoyFemitter User4', 'ExploitRemoteService 10.0.237.103'), ('DecoyFemitter User4', 'PrivilegeEscalate User4'), ('DecoyFemitter Op_Server0', 'DiscoverNetworkServices 10.0.253.190')], total reward: -10.799999999999999
actions: [('DecoyApache Op_Host2', 'DiscoverRemoteSystems 10.0.184.48/28'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.184.51'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.184.51'), ('Analyse Enterprise0', 'PrivilegeEscalate User4'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.125.77'), ('Remove User2', 'ExploitRemoteService 10.0.125.77'), ('Remove User1', 'PrivilegeEscalate Enterprise0'), ('Remove User3', 'DiscoverRemoteSystems 10.0.125.64/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.125.68'), ('Remove User0', 'ExploitRemoteService 10.0.125.68'), ('DecoyApache Op_Server0', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter User4', 'DiscoverNetworkServices 10.0.90.179'), ('Remove User2', 'ExploitRemoteService 10.0.90.179'), ('Remove User2', 'PrivilegeEscalate Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse User0', 'Impact Op_Server0'), ('Remove Enterprise0', 'Impact Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('Remove Enterprise0', 'Impact Op_Server0'), ('Analyse Defender', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.228.240/28'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.228.249'), ('DecoyFemitter User1', 'ExploitRemoteService 10.0.228.249'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User3'), ('Remove User3', 'DiscoverNetworkServices 10.0.207.23'), ('Remove User4', 'ExploitRemoteService 10.0.207.23'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.228.249'), ('DecoyFemitter Enterprise0', 'ExploitRemoteService 10.0.228.249'), ('Remove Op_Host1', 'PrivilegeEscalate User3'), ('Remove Op_Host0', 'DiscoverNetworkServices 10.0.207.23'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.207.23'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.228.249'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate User3'), ('Remove User3', 'DiscoverNetworkServices 10.0.207.23'), ('Remove User0', 'ExploitRemoteService 10.0.207.23'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.228.249'), ('DecoyFemitter Enterprise0', 'PrivilegeEscalate User3'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.207.23'), ('Analyse User2', 'ExploitRemoteService 10.0.207.23'), ('DecoyApache Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Analyse User2', 'DiscoverRemoteSystems 10.0.207.16/28'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.207.20'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.207.20'), ('DecoyApache Defender', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.197.100'), ('DecoyApache User4', 'ExploitRemoteService 10.0.197.100'), ('Monitor', 'ExploitRemoteService 10.0.207.20'), ('Remove Op_Host0', 'PrivilegeEscalate Enterprise2'), ('Remove User4', 'DiscoverNetworkServices 10.0.197.100'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.197.100')], total reward: -20.800000000000004
actions: [('DecoyApache Op_Host2', 'DiscoverRemoteSystems 10.0.62.144/28'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.62.157'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.62.157'), ('Remove Op_Host1', 'PrivilegeEscalate User1'), ('Remove User1', 'DiscoverNetworkServices 10.0.23.62'), ('Analyse User3', 'ExploitRemoteService 10.0.23.62'), ('Remove Op_Host0', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Op_Host0', 'DiscoverRemoteSystems 10.0.23.48/28'), ('Remove User0', 'DiscoverNetworkServices 10.0.23.52'), ('DecoyApache Op_Host1', 'ExploitRemoteService 10.0.23.52'), ('Sleep', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.221.120'), ('Analyse Defender', 'ExploitRemoteService 10.0.221.120'), ('DecoyApache Defender', 'PrivilegeEscalate Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('Remove Enterprise0', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('Analyse User1', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('DecoyFemitter Enterprise0', 'Impact Op_Server0'), ('DecoyFemitter User0', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.94.144/28'), ('DecoyFemitter Op_Server0', 'DiscoverNetworkServices 10.0.94.148'), ('Analyse User0', 'ExploitRemoteService 10.0.94.148'), ('DecoyFemitter User1', 'PrivilegeEscalate User1'), ('Sleep', 'DiscoverNetworkServices 10.0.146.221'), ('Analyse User1', 'ExploitRemoteService 10.0.146.221'), ('DecoyFemitter User1', 'PrivilegeEscalate Enterprise1'), ('Analyse Enterprise0', 'DiscoverRemoteSystems 10.0.146.208/28'), ('Sleep', 'DiscoverNetworkServices 10.0.146.215'), ('Remove Op_Host0', 'ExploitRemoteService 10.0.146.215'), ('DecoyApache Op_Server0', 'PrivilegeEscalate Enterprise2'), ('Analyse User1', 'DiscoverNetworkServices 10.0.100.10'), ('Analyse User2', 'ExploitRemoteService 10.0.100.10'), ('DecoyApache User3', 'ExploitRemoteService 10.0.146.215'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.100.10'), ('Remove User4', 'ExploitRemoteService 10.0.100.10'), ('DecoyFemitter User1', 'ExploitRemoteService 10.0.146.215'), ('DecoyFemitter Defender', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.100.10'), ('Sleep', 'ExploitRemoteService 10.0.100.10'), ('Analyse User4', 'ExploitRemoteService 10.0.146.215'), ('DecoyApache Enterprise0', 'PrivilegeEscalate Enterprise2'), ('Sleep', 'DiscoverNetworkServices 10.0.100.10'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.100.10'), ('DecoyApache Defender', 'PrivilegeEscalate Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0')], total reward: -91.7
actions: [('DecoyApache Op_Host1', 'DiscoverRemoteSystems 10.0.121.112/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.121.113'), ('DecoyFemitter Op_Host2', 'ExploitRemoteService 10.0.121.113'), ('DecoyFemitter Defender', 'PrivilegeEscalate User2'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.11.249'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.11.249'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate Enterprise1'), ('DecoyApache User1', 'DiscoverRemoteSystems 10.0.11.240/28'), ('Remove Op_Host2', 'DiscoverNetworkServices 10.0.11.246'), ('Analyse User2', 'ExploitRemoteService 10.0.11.246'), ('Remove Op_Host0', 'ExploitRemoteService 10.0.11.249'), ('Remove Enterprise0', 'PrivilegeEscalate Enterprise1'), ('Remove User4', 'DiscoverRemoteSystems 10.0.11.240/28'), ('DecoyFemitter User1', 'DiscoverNetworkServices 10.0.11.246'), ('DecoyFemitter User1', 'ExploitRemoteService 10.0.11.246'), ('DecoyFemitter User4', 'ExploitRemoteService 10.0.11.249'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter Enterprise0', 'DiscoverRemoteSystems 10.0.11.240/28'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.11.246'), ('DecoyApache User3', 'ExploitRemoteService 10.0.11.246'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.11.249'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.121.113'), ('DecoyApache User0', 'PrivilegeEscalate User2'), ('DecoyFemitter Op_Host0', 'DiscoverNetworkServices 10.0.11.249'), ('Remove User2', 'ExploitRemoteService 10.0.11.249'), ('DecoyApache User0', 'PrivilegeEscalate Enterprise1'), ('Monitor', 'DiscoverRemoteSystems 10.0.11.240/28'), ('Remove User1', 'DiscoverNetworkServices 10.0.11.246'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.11.246'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate Enterprise2')], total reward: -28.80000000000001
actions: [('DecoyApache User3', 'DiscoverRemoteSystems 10.0.63.224/28'), ('DecoyApache User3', 'DiscoverNetworkServices 10.0.63.231'), ('DecoyFemitter Op_Host2', 'ExploitRemoteService 10.0.63.231'), ('DecoyApache Op_Host2', 'PrivilegeEscalate User4'), ('Remove User2', 'DiscoverNetworkServices 10.0.208.155'), ('DecoyApache Enterprise1', 'ExploitRemoteService 10.0.208.155'), ('DecoyApache Defender', 'PrivilegeEscalate Enterprise0'), ('Analyse Enterprise0', 'DiscoverRemoteSystems 10.0.208.144/28'), ('DecoyFemitter Defender', 'DiscoverNetworkServices 10.0.208.154'), ('Analyse Op_Server0', 'ExploitRemoteService 10.0.208.154'), ('DecoyFemitter Op_Host1', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.34.210'), ('DecoyApache User2', 'ExploitRemoteService 10.0.34.210'), ('DecoyApache User1', 'PrivilegeEscalate Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('Analyse Defender', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('Analyse User0', 'Impact Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('Remove Op_Server0', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Analyse Enterprise1', 'DiscoverRemoteSystems 10.0.49.80/28'), ('Remove Defender', 'DiscoverNetworkServices 10.0.49.86'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.49.86'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User4'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.152.196'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.152.196'), ('DecoyApache User2', 'PrivilegeEscalate Enterprise0'), ('DecoyFemitter Defender', 'DiscoverRemoteSystems 10.0.152.192/28'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.152.194'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.152.194'), ('DecoyApache Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Sleep', 'DiscoverNetworkServices 10.0.144.182'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.144.182'), ('DecoyFemitter User0', 'PrivilegeEscalate Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('DecoyApache User4', 'Impact Op_Server0'), ('DecoyFemitter Enterprise0', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('Remove Op_Server0', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('Analyse Enterprise2', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('Analyse User0', 'Impact Op_Server0')], total reward: -223.69999999999993
